filename	acq_time
eeg/sub-0188_ses-preimplant0190_task-task_run-01_eeg.edf	2023-07-06T20:28:07.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-02_eeg.edf	2023-07-06T20:28:08.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-03_eeg.edf	2023-07-06T20:28:08.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-04_eeg.edf	2023-07-06T20:28:09.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-05_eeg.edf	2023-07-06T20:28:09.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-06_eeg.edf	2023-07-06T20:28:09.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-07_eeg.edf	2023-07-06T20:28:10.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-08_eeg.edf	2023-07-06T20:28:11.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-09_eeg.edf	2023-07-06T20:28:11.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-10_eeg.edf	2023-07-06T20:28:12.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-11_eeg.edf	2023-07-06T20:28:13.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-12_eeg.edf	2023-07-06T20:28:13.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-13_eeg.edf	2023-07-06T20:28:14.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-14_eeg.edf	2023-07-06T20:28:15.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-15_eeg.edf	2023-07-06T20:28:15.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-16_eeg.edf	2023-07-06T20:28:16.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-17_eeg.edf	2023-07-06T20:28:16.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-18_eeg.edf	2023-07-06T20:28:17.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-19_eeg.edf	2023-07-06T20:28:19.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-20_eeg.edf	2023-07-06T20:28:19.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-21_eeg.edf	2023-07-06T20:28:20.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-22_eeg.edf	2023-07-06T20:31:44.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-23_eeg.edf	2023-07-06T20:31:45.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-24_eeg.edf	2023-07-06T20:31:46.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-25_eeg.edf	2023-07-06T20:31:47.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-26_eeg.edf	2023-07-06T20:31:49.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-27_eeg.edf	2023-07-06T20:31:49.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-28_eeg.edf	2023-07-06T20:31:52.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-29_eeg.edf	2023-07-06T20:31:53.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-30_eeg.edf	2023-07-06T20:31:53.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-31_eeg.edf	2023-07-06T20:31:54.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-32_eeg.edf	2023-07-06T20:31:55.000000Z
eeg/sub-0188_ses-preimplant0190_task-task_run-33_eeg.edf	2023-07-06T20:31:55.000000Z
